MoisturePercent,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,FatLevel
0.47499525,0,4,1,0,0,1.0
0.312496875,1,0,1,0,2,0.0
0.34999650000000004,0,0,1,0,2,1.0
0.37499625000000003,0,0,1,0,2,1.0
0.37499625000000003,0,3,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.699993,0,4,1,0,2,1.0
0.43836745480301553,0,2,1,1,2,0.0
0.34999650000000004,0,0,1,0,2,0.0
0.32499675000000006,0,2,1,1,2,0.0
0.399996,0,4,1,0,2,1.0
0.32499675000000006,0,2,1,1,2,0.0
0.29999699999999996,0,0,1,1,2,0.0
0.43749562499999994,0,4,1,0,0,1.0
0.4499955,0,4,1,0,0,0.0
0.362496375,0,0,1,0,2,0.0
0.38749612499999997,0,0,1,0,2,0.0
0.337496625,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.362496375,0,0,1,0,2,0.0
0.699993,0,4,1,0,0,1.0
0.43836745480301553,0,1,1,0,2,0.0
0.537494625,0,3,1,0,2,1.0
0.4499955,0,1,1,0,2,1.0
0.34999650000000004,0,3,1,0,2,0.0
0.37499625000000003,0,3,1,0,2,1.0
